"","missing"
"1","Artibeus_amplus"
"2","Artibeus_intermedius"
"3","Artibeus_schwartzi"
"4","Artibeus_fraterculus"
"5","Artibeus_fimbriatus"
"6","Artibeus_hirsutus"
"7","Artibeus_inopinatus"
"8","Artibeus_anderseni"
"9","Dermanura_rava"
"10","Dermanura_bogotensis"
"11","Artibeus_glaucus"
"12","Artibeus_aztecus"
"13","Artibeus_phaeotis"
"14","Dermanura_incomitata"
"15","Dermanura_rosenbergi"
"16","Pygoderma_bilabiatum"
"17","Sphaeronycteris_toxophyllum"
"18","Phyllops_falcatus"
"19","Stenoderma_rufum"
"20","Artibeus_hartii"
"21","Ectophylla_alba"
"22","Platyrrhinus_infuscus"
"23","Platyrrhinus_dorsalis"
"24","Platyrrhinus_aurarius"
"25","Platyrrhinus_ismaeli"
"26","Platyrrhinus_masu"
"27","Platyrrhinus_albericoi"
"28","Platyrrhinus_vittatus"
"29","Platyrrhinus_recifinus"
"30","Platyrrhinus_matapalensis"
"31","Vampyrodes_major"
"32","Platyrrhinus_lineatus"
"33","Chiroderma_doriae"
"34","Chiroderma_salvini"
"35","Vampyressa_nymphaea"
"36","Vampyressa_bidens"
"37","Vampyressa_pusilla"
"38","Vampyressa_melissa"
"39","Mesophylla_macconnelli"
"40","Uroderma_magnirostrum"
"41","Sturnira_bogotensis"
"42","Sturnira_magna"
"43","Sturnira_erythromos"
"44","Sturnira_perla"
"45","Sturnira_mordax"
"46","Sturnira_oporaphilum"
"47","Sturnira_hondurensis"
"48","Sturnira_luisi"
"49","Sturnira_parvidens"
"50","Sturnira_aratathomasi"
"51","Sturnira_nana"
"52","Sturnira_bidens"
"53","Rhinophylla_fischerae"
"54","Rhinophylla_alethina"
"55","Carollia_manu"
"56","Carollia_subrufa"
"57","Carollia_benkeithi"
"58","Glyphonycteris_sylvestris"
"59","Platalina_genovensium"
"60","Lonchophylla_handleyi"
"61","Lonchophylla_chocoana"
"62","Phyllostomus_latifolius"
"63","Lophostoma_schulzi"
"64","Tonatia_bidens"
"65","Mimon_bennettii"
"66","Lonchorhina_orinocensis"
"67","Glossophaga_morenoi"
"68","Glossophaga_longirostris"
"69","Glossophaga_leachii"
"70","Leptonycteris_yerbabuenae"
"71","Leptonycteris_curasoae"
"72","Phyllonycteris_obtusa"
"73","Phyllonycteris_aphylla"
"74","Erophylla_bombifrons"
"75","Brachyphylla_pumila"
"76","Brachyphylla_nana"
"77","Musonycteris_harrisoni"
"78","Choeronycteris_mexicana"
"79","Anoura_latidens"
"80","Micronycteris_matses"
"81","Micronycteris_giovanniae"
"82","Micronycteris_buriri"
"83","Micronycteris_megalotis"
"84","Micronycteris_brosseti"
"85","Micronycteris_homezi"
"86","Micronycteris_schmidtorum"
"87","Macrotus_californicus"
